"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","STINTFORECAST","TOT","PC_PA","A","1987",3.774625,
"CHE","STINTFORECAST","TOT","PC_PA","A","1988",3.07986666666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","1989",6.94875,
"CHE","STINTFORECAST","TOT","PC_PA","A","1990",8.8346,
"CHE","STINTFORECAST","TOT","PC_PA","A","1991",8.11999166666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","1992",7.78,
"CHE","STINTFORECAST","TOT","PC_PA","A","1993",4.81743333333334,
"CHE","STINTFORECAST","TOT","PC_PA","A","1994",4.044125,
"CHE","STINTFORECAST","TOT","PC_PA","A","1995",2.95160833333333,
"CHE","STINTFORECAST","TOT","PC_PA","A","1996",1.92035833333333,
"CHE","STINTFORECAST","TOT","PC_PA","A","1997",1.579625,
"CHE","STINTFORECAST","TOT","PC_PA","A","1998",1.43491666666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","1999",1.16334808333333,
"CHE","STINTFORECAST","TOT","PC_PA","A","2000",3.03403725,
"CHE","STINTFORECAST","TOT","PC_PA","A","2001",2.73114316666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","2002",0.998735166666666,
"CHE","STINTFORECAST","TOT","PC_PA","A","2003",0.207985333333333,
"CHE","STINTFORECAST","TOT","PC_PA","A","2004",0.391819166666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","2005",0.724431416666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","2006",1.45676608333333,
"CHE","STINTFORECAST","TOT","PC_PA","A","2007",2.35215866666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","2008",1.747376,
"CHE","STINTFORECAST","TOT","PC_PA","A","2009",0.0938821666666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","2010",0.167019416666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","2011",-0.00658441666666652,
"CHE","STINTFORECAST","TOT","PC_PA","A","2012",-0.04468375,
"CHE","STINTFORECAST","TOT","PC_PA","A","2013",-0.0486681666666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","2014",0.0036705,
"CHE","STINTFORECAST","TOT","PC_PA","A","2015",-0.73073725,
"CHE","STINTFORECAST","TOT","PC_PA","A","2016",-0.804381666666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","2017",-0.819166666666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","2018",-0.784623333333333,
"CHE","STINTFORECAST","TOT","PC_PA","A","2019",-0.752056666666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","2020",-0.693264166666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","2021",-0.739333333333333,
"CHE","STINTFORECAST","TOT","PC_PA","A","2022",-0.126666666666667,
"CHE","STINTFORECAST","TOT","PC_PA","A","2023",1.58083333333333,
"CHE","STINTFORECAST","TOT","PC_PA","A","2024",2.00333333333333,
"CHE","STINTFORECAST","TOT","PC_PA","A","2025",1.75333333333333,
"TUR","STINTFORECAST","TOT","PC_PA","A","2002",48.8451423558897,
"TUR","STINTFORECAST","TOT","PC_PA","A","2003",39.7342037210028,
"TUR","STINTFORECAST","TOT","PC_PA","A","2004",24.1278326642543,
"TUR","STINTFORECAST","TOT","PC_PA","A","2005",16.7625393613783,
"TUR","STINTFORECAST","TOT","PC_PA","A","2006",17.5317351289361,
"TUR","STINTFORECAST","TOT","PC_PA","A","2007",18.5956637515423,
"TUR","STINTFORECAST","TOT","PC_PA","A","2008",18.1607635201904,
"TUR","STINTFORECAST","TOT","PC_PA","A","2009",10.1448556056891,
"TUR","STINTFORECAST","TOT","PC_PA","A","2010",7.61353142022012,
"TUR","STINTFORECAST","TOT","PC_PA","A","2011",8.76210049349328,
"TUR","STINTFORECAST","TOT","PC_PA","A","2012",8.85355359055689,
"TUR","STINTFORECAST","TOT","PC_PA","A","2013",6.9275700421983,
"TUR","STINTFORECAST","TOT","PC_PA","A","2014",10.3317438500925,
"TUR","STINTFORECAST","TOT","PC_PA","A","2015",10.9541954914097,
"TUR","STINTFORECAST","TOT","PC_PA","A","2016",10.3218770909135,
"TUR","STINTFORECAST","TOT","PC_PA","A","2017",12.8057692338721,
"TUR","STINTFORECAST","TOT","PC_PA","A","2018",19.8284703133152,
"TUR","STINTFORECAST","TOT","PC_PA","A","2019",20.6578964480219,
"TUR","STINTFORECAST","TOT","PC_PA","A","2020",11.1354421103669,
"TUR","STINTFORECAST","TOT","PC_PA","A","2021",18.7136263821072,
"TUR","STINTFORECAST","TOT","PC_PA","A","2022",14.2610027543917,
"TUR","STINTFORECAST","TOT","PC_PA","A","2023",25.3859971188071,
"TUR","STINTFORECAST","TOT","PC_PA","A","2024",47.0109971188071,
"TUR","STINTFORECAST","TOT","PC_PA","A","2025",47.0109971188071,
"GBR","STINTFORECAST","TOT","PC_PA","A","1978",9.28470558370986,
"GBR","STINTFORECAST","TOT","PC_PA","A","1979",13.8361405819321,
"GBR","STINTFORECAST","TOT","PC_PA","A","1980",16.7655069824211,
"GBR","STINTFORECAST","TOT","PC_PA","A","1981",14.0263830384663,
"GBR","STINTFORECAST","TOT","PC_PA","A","1982",12.3257402678393,
"GBR","STINTFORECAST","TOT","PC_PA","A","1983",10.1830638030928,
"GBR","STINTFORECAST","TOT","PC_PA","A","1984",9.98513409852635,
"GBR","STINTFORECAST","TOT","PC_PA","A","1985",12.2834180730009,
"GBR","STINTFORECAST","TOT","PC_PA","A","1986",10.9967691666667,
"GBR","STINTFORECAST","TOT","PC_PA","A","1987",9.6820775,
"GBR","STINTFORECAST","TOT","PC_PA","A","1988",10.352675,
"GBR","STINTFORECAST","TOT","PC_PA","A","1989",13.9317666666667,
"GBR","STINTFORECAST","TOT","PC_PA","A","1990",14.8089733333334,
"GBR","STINTFORECAST","TOT","PC_PA","A","1991",11.5734183333333,
"GBR","STINTFORECAST","TOT","PC_PA","A","1992",9.68057833333333,
"GBR","STINTFORECAST","TOT","PC_PA","A","1993",5.99564083333333,
"GBR","STINTFORECAST","TOT","PC_PA","A","1994",5.56484083333334,
"GBR","STINTFORECAST","TOT","PC_PA","A","1995",6.7525875,
"GBR","STINTFORECAST","TOT","PC_PA","A","1996",6.11059583333334,
"GBR","STINTFORECAST","TOT","PC_PA","A","1997",6.9117225,
"GBR","STINTFORECAST","TOT","PC_PA","A","1998",7.42425583333333,
"GBR","STINTFORECAST","TOT","PC_PA","A","1999",5.54577416666667,
"GBR","STINTFORECAST","TOT","PC_PA","A","2000",6.18745666666667,
"GBR","STINTFORECAST","TOT","PC_PA","A","2001",5.04343,
"GBR","STINTFORECAST","TOT","PC_PA","A","2002",4.06028916666667,
"GBR","STINTFORECAST","TOT","PC_PA","A","2003",3.73516083333333,
"GBR","STINTFORECAST","TOT","PC_PA","A","2004",4.63782083333333,
"GBR","STINTFORECAST","TOT","PC_PA","A","2005",4.7601675,
"GBR","STINTFORECAST","TOT","PC_PA","A","2006",4.84920916666667,
"GBR","STINTFORECAST","TOT","PC_PA","A","2007",6.0022075,
"GBR","STINTFORECAST","TOT","PC_PA","A","2008",5.51141166666667,
"GBR","STINTFORECAST","TOT","PC_PA","A","2009",1.21365333333333,
"GBR","STINTFORECAST","TOT","PC_PA","A","2010",0.699774166666667,
"GBR","STINTFORECAST","TOT","PC_PA","A","2011",0.874579999999999,
"GBR","STINTFORECAST","TOT","PC_PA","A","2012",0.827250833333334,
"GBR","STINTFORECAST","TOT","PC_PA","A","2013",0.512660833333333,
"GBR","STINTFORECAST","TOT","PC_PA","A","2014",0.542949166666667,
"GBR","STINTFORECAST","TOT","PC_PA","A","2015",0.574149166666667,
"GBR","STINTFORECAST","TOT","PC_PA","A","2016",0.498991666666667,
"GBR","STINTFORECAST","TOT","PC_PA","A","2017",0.358951666666667,
"GBR","STINTFORECAST","TOT","PC_PA","A","2018",0.722835833333334,
"GBR","STINTFORECAST","TOT","PC_PA","A","2019",0.80785,
"GBR","STINTFORECAST","TOT","PC_PA","A","2020",0.295,
"GBR","STINTFORECAST","TOT","PC_PA","A","2021",0.09,
"GBR","STINTFORECAST","TOT","PC_PA","A","2022",2.00083333333333,
"GBR","STINTFORECAST","TOT","PC_PA","A","2023",4.9975,
"GBR","STINTFORECAST","TOT","PC_PA","A","2024",5.51333333333333,
"GBR","STINTFORECAST","TOT","PC_PA","A","2025",4.405,
"USA","STINTFORECAST","TOT","PC_PA","A","1964",3.94333333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","1965",4.34416666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","1966",5.48333333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","1967",5.02083333333334,
"USA","STINTFORECAST","TOT","PC_PA","A","1968",5.85916666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","1969",7.76083333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","1970",7.56416666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","1971",5.005,
"USA","STINTFORECAST","TOT","PC_PA","A","1972",4.66583333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","1973",8.41583333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","1974",10.2441666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","1975",6.43666666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","1976",5.26833333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","1977",5.64083333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","1978",8.22166666666666,
"USA","STINTFORECAST","TOT","PC_PA","A","1979",11.225,
"USA","STINTFORECAST","TOT","PC_PA","A","1980",13.0666666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","1981",15.9108333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","1982",12.2708333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","1983",9.06666666666666,
"USA","STINTFORECAST","TOT","PC_PA","A","1984",10.365,
"USA","STINTFORECAST","TOT","PC_PA","A","1985",8.0475,
"USA","STINTFORECAST","TOT","PC_PA","A","1986",6.51833333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","1987",6.86083333333334,
"USA","STINTFORECAST","TOT","PC_PA","A","1988",7.7275,
"USA","STINTFORECAST","TOT","PC_PA","A","1989",9.085,
"USA","STINTFORECAST","TOT","PC_PA","A","1990",8.1475,
"USA","STINTFORECAST","TOT","PC_PA","A","1991",5.835,
"USA","STINTFORECAST","TOT","PC_PA","A","1992",3.68166666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","1993",3.17416666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","1994",4.62916666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","1995",5.91666666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","1996",5.39,
"USA","STINTFORECAST","TOT","PC_PA","A","1997",5.61583333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","1998",5.46666666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","1999",5.33,
"USA","STINTFORECAST","TOT","PC_PA","A","2000",6.45583333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","2001",3.68666666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","2002",1.72583333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","2003",1.15083333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","2004",1.56333333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","2005",3.51166666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","2006",5.15333333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","2007",5.26833333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","2008",2.965,
"USA","STINTFORECAST","TOT","PC_PA","A","2009",0.555833333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","2010",0.311666666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","2011",0.303333333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","2012",0.2825,
"USA","STINTFORECAST","TOT","PC_PA","A","2013",0.166666666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","2014",0.124166666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","2015",0.226666666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","2016",0.644166666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","2017",1.1525,
"USA","STINTFORECAST","TOT","PC_PA","A","2018",2.18833333333333,
"USA","STINTFORECAST","TOT","PC_PA","A","2019",2.2075,
"USA","STINTFORECAST","TOT","PC_PA","A","2020",0.615239837606878,
"USA","STINTFORECAST","TOT","PC_PA","A","2021",0.114166666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","2022",2.2275,
"USA","STINTFORECAST","TOT","PC_PA","A","2023",5.185,
"USA","STINTFORECAST","TOT","PC_PA","A","2024",5.00916666666667,
"USA","STINTFORECAST","TOT","PC_PA","A","2025",4.18916666666667,
"CHL","STINTFORECAST","TOT","PC_PA","A","1997",13.045,
"CHL","STINTFORECAST","TOT","PC_PA","A","1998",16.5079166666667,
"CHL","STINTFORECAST","TOT","PC_PA","A","1999",10.955,
"CHL","STINTFORECAST","TOT","PC_PA","A","2000",10.7575,
"CHL","STINTFORECAST","TOT","PC_PA","A","2001",7.23333333333333,
"CHL","STINTFORECAST","TOT","PC_PA","A","2002",3.925,
"CHL","STINTFORECAST","TOT","PC_PA","A","2003",2.96613843506147,
"CHL","STINTFORECAST","TOT","PC_PA","A","2004",2.20829967033259,
"CHL","STINTFORECAST","TOT","PC_PA","A","2005",4.27896113227791,
"CHL","STINTFORECAST","TOT","PC_PA","A","2006",5.32855114565063,
"CHL","STINTFORECAST","TOT","PC_PA","A","2007",5.84936419070211,
"CHL","STINTFORECAST","TOT","PC_PA","A","2008",7.7760450937951,
"CHL","STINTFORECAST","TOT","PC_PA","A","2009",2.13333654211286,
"CHL","STINTFORECAST","TOT","PC_PA","A","2010",2.13501064997804,
"CHL","STINTFORECAST","TOT","PC_PA","A","2011",5.40893631641298,
"CHL","STINTFORECAST","TOT","PC_PA","A","2012",5.81065052671787,
"CHL","STINTFORECAST","TOT","PC_PA","A","2013",5.21327918071552,
"CHL","STINTFORECAST","TOT","PC_PA","A","2014",3.87621051518678,
"CHL","STINTFORECAST","TOT","PC_PA","A","2015",3.57045761183261,
"CHL","STINTFORECAST","TOT","PC_PA","A","2016",3.84341006634767,
"CHL","STINTFORECAST","TOT","PC_PA","A","2017",2.88676245614542,
"CHL","STINTFORECAST","TOT","PC_PA","A","2018",2.77036987374905,
"CHL","STINTFORECAST","TOT","PC_PA","A","2019",2.55736256551035,
"CHL","STINTFORECAST","TOT","PC_PA","A","2020",0.685711560876779,
"CHL","STINTFORECAST","TOT","PC_PA","A","2021",1.47265000941088,
"CHL","STINTFORECAST","TOT","PC_PA","A","2022",9.24818712335846,
"CHL","STINTFORECAST","TOT","PC_PA","A","2023",10.1202421906215,
"CHL","STINTFORECAST","TOT","PC_PA","A","2024",6.15059409888356,
"CHL","STINTFORECAST","TOT","PC_PA","A","2025",4.52559409888356,
"EST","STINTFORECAST","TOT","PC_PA","A","1996",8.04666666666667,
"EST","STINTFORECAST","TOT","PC_PA","A","1997",8.60416666666666,
"EST","STINTFORECAST","TOT","PC_PA","A","1998",13.8716666666667,
"EST","STINTFORECAST","TOT","PC_PA","A","1999",7.82916666666668,
"EST","STINTFORECAST","TOT","PC_PA","A","2000",5.67833333333334,
"EST","STINTFORECAST","TOT","PC_PA","A","2001",5.31333333333333,
"EST","STINTFORECAST","TOT","PC_PA","A","2002",3.88,
"EST","STINTFORECAST","TOT","PC_PA","A","2003",2.9125,
"EST","STINTFORECAST","TOT","PC_PA","A","2004",2.49583333333333,
"EST","STINTFORECAST","TOT","PC_PA","A","2005",2.37833333333334,
"EST","STINTFORECAST","TOT","PC_PA","A","2006",3.16083333333333,
"EST","STINTFORECAST","TOT","PC_PA","A","2007",4.87,
"EST","STINTFORECAST","TOT","PC_PA","A","2008",6.66416666666667,
"EST","STINTFORECAST","TOT","PC_PA","A","2009",5.92666666666667,
"EST","STINTFORECAST","TOT","PC_PA","A","2010",1.57,
"EST","STINTFORECAST","TOT","PC_PA","A","2011",1.3906,
"EST","STINTFORECAST","TOT","PC_PA","A","2012",0.573183333333333,
"EST","STINTFORECAST","TOT","PC_PA","A","2013",0.220666666666667,
"EST","STINTFORECAST","TOT","PC_PA","A","2014",0.209933333333333,
"EST","STINTFORECAST","TOT","PC_PA","A","2015",-0.0193666666666667,
"EST","STINTFORECAST","TOT","PC_PA","A","2016",-0.263691666666667,
"EST","STINTFORECAST","TOT","PC_PA","A","2017",-0.32905,
"EST","STINTFORECAST","TOT","PC_PA","A","2018",-0.322091666666667,
"EST","STINTFORECAST","TOT","PC_PA","A","2019",-0.356333333333333,
"EST","STINTFORECAST","TOT","PC_PA","A","2020",-0.42515,
"EST","STINTFORECAST","TOT","PC_PA","A","2021",-0.548766666666667,
"EST","STINTFORECAST","TOT","PC_PA","A","2022",0.341566666666666,
"EST","STINTFORECAST","TOT","PC_PA","A","2023",3.385775,
"EST","STINTFORECAST","TOT","PC_PA","A","2024",3.77736666666667,
"EST","STINTFORECAST","TOT","PC_PA","A","2025",3.52736666666667,
"IND","STINTFORECAST","TOT","PC_PA","A","2001",8.5,
"IND","STINTFORECAST","TOT","PC_PA","A","2002",7.75,
"IND","STINTFORECAST","TOT","PC_PA","A","2003",6.91666666666667,
"IND","STINTFORECAST","TOT","PC_PA","A","2004",6,
"IND","STINTFORECAST","TOT","PC_PA","A","2005",6.1875,
"IND","STINTFORECAST","TOT","PC_PA","A","2006",7.10416666666667,
"IND","STINTFORECAST","TOT","PC_PA","A","2007",7.75,
"IND","STINTFORECAST","TOT","PC_PA","A","2008",7.41666666666667,
"IND","STINTFORECAST","TOT","PC_PA","A","2009",4.77083333333333,
"IND","STINTFORECAST","TOT","PC_PA","A","2010",5.95833333333333,
"IND","STINTFORECAST","TOT","PC_PA","A","2011",8.0625,
"IND","STINTFORECAST","TOT","PC_PA","A","2012",7.91666666666667,
"IND","STINTFORECAST","TOT","PC_PA","A","2013",7.60416666666667,
"IND","STINTFORECAST","TOT","PC_PA","A","2014",7.91666666666667,
"IND","STINTFORECAST","TOT","PC_PA","A","2015",7,
"IND","STINTFORECAST","TOT","PC_PA","A","2016",6.375,
"IND","STINTFORECAST","TOT","PC_PA","A","2017",6.08333333333333,
"IND","STINTFORECAST","TOT","PC_PA","A","2018",6.33333333333333,
"IND","STINTFORECAST","TOT","PC_PA","A","2019",5.37083333333334,
"IND","STINTFORECAST","TOT","PC_PA","A","2020",4.03333333333333,
"IND","STINTFORECAST","TOT","PC_PA","A","2021",4,
"IND","STINTFORECAST","TOT","PC_PA","A","2022",5.56666666666667,
"IND","STINTFORECAST","TOT","PC_PA","A","2023",6.5,
"IND","STINTFORECAST","TOT","PC_PA","A","2024",6.25,
"IND","STINTFORECAST","TOT","PC_PA","A","2025",5.6875,
"IDN","STINTFORECAST","TOT","PC_PA","A","1990",17.5308333333333,
"IDN","STINTFORECAST","TOT","PC_PA","A","1991",23.3166666666667,
"IDN","STINTFORECAST","TOT","PC_PA","A","1992",19.6025,
"IDN","STINTFORECAST","TOT","PC_PA","A","1993",14.5475,
"IDN","STINTFORECAST","TOT","PC_PA","A","1994",12.5333333333333,
"IDN","STINTFORECAST","TOT","PC_PA","A","1995",16.7175,
"IDN","STINTFORECAST","TOT","PC_PA","A","1996",17.2558333333334,
"IDN","STINTFORECAST","TOT","PC_PA","A","1997",20.0141666666667,
"IDN","STINTFORECAST","TOT","PC_PA","A","1998",39.0666666666667,
"IDN","STINTFORECAST","TOT","PC_PA","A","1999",25.7375,
"IDN","STINTFORECAST","TOT","PC_PA","A","2000",12.5033333333334,
"IDN","STINTFORECAST","TOT","PC_PA","A","2001",15.4816666666667,
"IDN","STINTFORECAST","TOT","PC_PA","A","2002",15.5025,
"IDN","STINTFORECAST","TOT","PC_PA","A","2003",10.59,
"IDN","STINTFORECAST","TOT","PC_PA","A","2004",6.44333333333333,
"IDN","STINTFORECAST","TOT","PC_PA","A","2005",8.07916666666668,
"IDN","STINTFORECAST","TOT","PC_PA","A","2006",11.4108333333334,
"IDN","STINTFORECAST","TOT","PC_PA","A","2007",7.97583333333334,
"IDN","STINTFORECAST","TOT","PC_PA","A","2008",8.4925,
"IDN","STINTFORECAST","TOT","PC_PA","A","2009",9.27833333333333,
"IDN","STINTFORECAST","TOT","PC_PA","A","2010",7.01666666666667,
"IDN","STINTFORECAST","TOT","PC_PA","A","2011",6.93083333333333,
"IDN","STINTFORECAST","TOT","PC_PA","A","2012",5.94666666666667,
"IDN","STINTFORECAST","TOT","PC_PA","A","2013",6.2625,
"IDN","STINTFORECAST","TOT","PC_PA","A","2014",8.7525,
"IDN","STINTFORECAST","TOT","PC_PA","A","2015",8.33666666666667,
"IDN","STINTFORECAST","TOT","PC_PA","A","2016",7.16333333333333,
"IDN","STINTFORECAST","TOT","PC_PA","A","2017",6.5175,
"IDN","STINTFORECAST","TOT","PC_PA","A","2018",6.12916666666667,
"IDN","STINTFORECAST","TOT","PC_PA","A","2019",6.68833333333333,
"IDN","STINTFORECAST","TOT","PC_PA","A","2020",5.50416666666667,
"IDN","STINTFORECAST","TOT","PC_PA","A","2021",3.7,
"IDN","STINTFORECAST","TOT","PC_PA","A","2022",3.21,
"IDN","STINTFORECAST","TOT","PC_PA","A","2023",4.46,
"IDN","STINTFORECAST","TOT","PC_PA","A","2024",4.29583333333333,
"IDN","STINTFORECAST","TOT","PC_PA","A","2025",3.98333333333333,
"ISR","STINTFORECAST","TOT","PC_PA","A","1992",11.8702411666667,
"ISR","STINTFORECAST","TOT","PC_PA","A","1993",11.0924570833333,
"ISR","STINTFORECAST","TOT","PC_PA","A","1994",12.8034485833333,
"ISR","STINTFORECAST","TOT","PC_PA","A","1995",14.7041123333334,
"ISR","STINTFORECAST","TOT","PC_PA","A","1996",15.6667911666667,
"ISR","STINTFORECAST","TOT","PC_PA","A","1997",13.76988025,
"ISR","STINTFORECAST","TOT","PC_PA","A","1998",11.941147,
"ISR","STINTFORECAST","TOT","PC_PA","A","1999",12.03709425,
"ISR","STINTFORECAST","TOT","PC_PA","A","2000",9.045343,
"ISR","STINTFORECAST","TOT","PC_PA","A","2001",6.53151233333333,
"ISR","STINTFORECAST","TOT","PC_PA","A","2002",7.16758308333333,
"ISR","STINTFORECAST","TOT","PC_PA","A","2003",6.61195941666667,
"ISR","STINTFORECAST","TOT","PC_PA","A","2004",4.26229058333333,
"ISR","STINTFORECAST","TOT","PC_PA","A","2005",3.88125025,
"ISR","STINTFORECAST","TOT","PC_PA","A","2006",5.46243233333334,
"ISR","STINTFORECAST","TOT","PC_PA","A","2007",4.25537166666667,
"ISR","STINTFORECAST","TOT","PC_PA","A","2008",3.56198325,
"ISR","STINTFORECAST","TOT","PC_PA","A","2009",0.639403083333334,
"ISR","STINTFORECAST","TOT","PC_PA","A","2010",1.64219116666667,
"ISR","STINTFORECAST","TOT","PC_PA","A","2011",2.799283,
"ISR","STINTFORECAST","TOT","PC_PA","A","2012",2.251945,
"ISR","STINTFORECAST","TOT","PC_PA","A","2013",1.32003933333333,
"ISR","STINTFORECAST","TOT","PC_PA","A","2014",0.546534666666667,
"ISR","STINTFORECAST","TOT","PC_PA","A","2015",0.123024916666667,
"ISR","STINTFORECAST","TOT","PC_PA","A","2016",0.106431916666667,
"ISR","STINTFORECAST","TOT","PC_PA","A","2017",0.115293,
"ISR","STINTFORECAST","TOT","PC_PA","A","2018",0.138578083333333,
"ISR","STINTFORECAST","TOT","PC_PA","A","2019",0.233517333333333,
"ISR","STINTFORECAST","TOT","PC_PA","A","2020",0.0850000000000001,
"ISR","STINTFORECAST","TOT","PC_PA","A","2021",-0.00833333333333331,
"ISR","STINTFORECAST","TOT","PC_PA","A","2022",1.0325,
"ISR","STINTFORECAST","TOT","PC_PA","A","2023",4.38,
"ISR","STINTFORECAST","TOT","PC_PA","A","2024",4.17583333333333,
"ISR","STINTFORECAST","TOT","PC_PA","A","2025",3.60333333333333,
"SVN","STINTFORECAST","TOT","PC_PA","A","2002",8.02583333333333,
"SVN","STINTFORECAST","TOT","PC_PA","A","2003",6.78166666666667,
"SVN","STINTFORECAST","TOT","PC_PA","A","2004",4.66333333333334,
"SVN","STINTFORECAST","TOT","PC_PA","A","2005",4.03416666666667,
"SVN","STINTFORECAST","TOT","PC_PA","A","2006",3.58083333333333,
"SVN","STINTFORECAST","TOT","PC_PA","A","2007",4.27760833333333,
"SVN","STINTFORECAST","TOT","PC_PA","A","2008",4.63423333333334,
"SVN","STINTFORECAST","TOT","PC_PA","A","2009",1.22835833333333,
"SVN","STINTFORECAST","TOT","PC_PA","A","2010",0.810950000000001,
"SVN","STINTFORECAST","TOT","PC_PA","A","2011",1.3906,
"SVN","STINTFORECAST","TOT","PC_PA","A","2012",0.573183333333333,
"SVN","STINTFORECAST","TOT","PC_PA","A","2013",0.220666666666667,
"SVN","STINTFORECAST","TOT","PC_PA","A","2014",0.209933333333333,
"SVN","STINTFORECAST","TOT","PC_PA","A","2015",-0.0193666666666667,
"SVN","STINTFORECAST","TOT","PC_PA","A","2016",-0.263691666666667,
"SVN","STINTFORECAST","TOT","PC_PA","A","2017",-0.32905,
"SVN","STINTFORECAST","TOT","PC_PA","A","2018",-0.322091666666667,
"SVN","STINTFORECAST","TOT","PC_PA","A","2019",-0.356333333333333,
"SVN","STINTFORECAST","TOT","PC_PA","A","2020",-0.42515,
"SVN","STINTFORECAST","TOT","PC_PA","A","2021",-0.548766666666667,
"SVN","STINTFORECAST","TOT","PC_PA","A","2022",0.341566666666666,
"SVN","STINTFORECAST","TOT","PC_PA","A","2023",3.385775,
"SVN","STINTFORECAST","TOT","PC_PA","A","2024",3.77736666666667,
"SVN","STINTFORECAST","TOT","PC_PA","A","2025",3.52736666666667,
"COL","STINTFORECAST","TOT","PC_PA","A","1986",31.3616666666667,
"COL","STINTFORECAST","TOT","PC_PA","A","1987",30.79,
"COL","STINTFORECAST","TOT","PC_PA","A","1988",33.4591666666667,
"COL","STINTFORECAST","TOT","PC_PA","A","1989",33.7275,
"COL","STINTFORECAST","TOT","PC_PA","A","1990",36.4408333333334,
"COL","STINTFORECAST","TOT","PC_PA","A","1991",37.225,
"COL","STINTFORECAST","TOT","PC_PA","A","1992",26.6716666666667,
"COL","STINTFORECAST","TOT","PC_PA","A","1993",25.8325,
"COL","STINTFORECAST","TOT","PC_PA","A","1994",29.4158333333333,
"COL","STINTFORECAST","TOT","PC_PA","A","1995",32.3383333333333,
"COL","STINTFORECAST","TOT","PC_PA","A","1996",31.1383333333334,
"COL","STINTFORECAST","TOT","PC_PA","A","1997",24.1283333333334,
"COL","STINTFORECAST","TOT","PC_PA","A","1998",32.5833333333333,
"COL","STINTFORECAST","TOT","PC_PA","A","1999",21.3283333333334,
"COL","STINTFORECAST","TOT","PC_PA","A","2000",12.1466666666667,
"COL","STINTFORECAST","TOT","PC_PA","A","2001",12.435,
"COL","STINTFORECAST","TOT","PC_PA","A","2002",8.93833333333333,
"COL","STINTFORECAST","TOT","PC_PA","A","2003",7.80333333333334,
"COL","STINTFORECAST","TOT","PC_PA","A","2004",7.79833333333334,
"COL","STINTFORECAST","TOT","PC_PA","A","2005",7.01416666666667,
"COL","STINTFORECAST","TOT","PC_PA","A","2006",6.27416666666667,
"COL","STINTFORECAST","TOT","PC_PA","A","2007",8.01416666666666,
"COL","STINTFORECAST","TOT","PC_PA","A","2008",9.74166666666667,
"COL","STINTFORECAST","TOT","PC_PA","A","2009",6.14416666666667,
"COL","STINTFORECAST","TOT","PC_PA","A","2010",3.66166666666667,
"COL","STINTFORECAST","TOT","PC_PA","A","2011",4.20666666666667,
"COL","STINTFORECAST","TOT","PC_PA","A","2012",5.35416666666667,
